"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"10QX","Primesource Nursing Services","null","10QX051800","2018-12-08T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2018-12-08T00:00:00.0000000"
"10QY","20/20 Vision Care","null","10QY051800","2018-12-09T00:00:00.0000000","null","126.000","126.000","0.000","                    ","False","2018-12-09T00:00:00.0000000"
"10QZ","Express Med LLC","null","10QZ051800","2018-12-10T00:00:00.0000000","null","5261.200","5261.200","0.000","                    ","False","2018-12-10T00:00:00.0000000"
"10R3","Stanislaus Optometric Center,","null","10R3051800","2018-12-11T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2018-12-11T00:00:00.0000000"
"10R7","Marcotte Family Chiropractic","null","10R7051800","2018-12-12T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2018-12-12T00:00:00.0000000"
"10R9","The Eye Clinic of Houston","null","10R9051800","2018-12-13T00:00:00.0000000","null","390.680","390.680","0.000","                    ","False","2018-12-13T00:00:00.0000000"
"10S2","Children and Adolescent Medica","null","10S2051800","2018-12-14T00:00:00.0000000","null","360.360","360.360","0.000","                    ","False","2018-12-14T00:00:00.0000000"
"10S4","Superior Specialty Pharmacy DB","null","10S4051800","2018-12-15T00:00:00.0000000","null","239.900","239.900","0.000","                    ","False","2018-12-15T00:00:00.0000000"
"10S5","Performax - Parent site ID","null","10S5051800","2018-12-16T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2018-12-16T00:00:00.0000000"
"10SA","Hilton Head Psychiatric Clinic","null","10SA051800","2018-12-17T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2018-12-17T00:00:00.0000000"
"10SF","L M Medical Billing","null","10SF051800","2018-12-18T00:00:00.0000000","null","317.600","317.600","0.000","                    ","False","2018-12-18T00:00:00.0000000"
"10SG","Family Medical Care of Smithfd","null","10SG051800","2018-12-19T00:00:00.0000000","null","1156.290","1156.290","0.000","                    ","False","2018-12-19T00:00:00.0000000"
"10SK","Clark Family Chiropractic","null","10SK051800","2018-12-20T00:00:00.0000000","null","521.520","521.520","0.000","                    ","False","2018-12-20T00:00:00.0000000"
"10SM","Roger G. Levine MD","null","10SM051800","2018-12-21T00:00:00.0000000","null","317.600","317.600","0.000","                    ","False","2018-12-21T00:00:00.0000000"
"10SN","Denville Diagnostic","null","10SN051800","2018-12-22T00:00:00.0000000","null","27.400","27.400","0.000","                    ","False","2018-12-22T00:00:00.0000000"
"10SS","Winghaven Pediatrics","null","10SS051800","2018-12-23T00:00:00.0000000","null","1272.650","1272.650","0.000","                    ","False","2018-12-23T00:00:00.0000000"
"10SU","Physical Medicine Pain Center","null","10SU051800","2018-12-24T00:00:00.0000000","null","80.000","80.000","0.000","                    ","False","2018-12-24T00:00:00.0000000"
"10SW","Home Parenteral Services","null","10SW051800","2018-12-25T00:00:00.0000000","null","265.700","265.700","0.000","                    ","False","2018-12-25T00:00:00.0000000"
"10SX","Whipple Eye Care dba","null","10SX051800","2018-12-26T00:00:00.0000000","null","451.360","451.360","0.000","                    ","False","2018-12-26T00:00:00.0000000"
"10SZ","Pain Clinic of NW Wisconsin","null","10SZ051800","2018-12-27T00:00:00.0000000","null","321.900","321.900","0.000","                    ","False","2018-12-27T00:00:00.0000000"
"10T0","Metro Atlanta Ambulance","null","10T0051800","2018-12-28T00:00:00.0000000","null","471.600","471.600","0.000","                    ","False","2018-12-28T00:00:00.0000000"
"10T7","Alex Higdon PhD","null","10T7051800","2018-12-29T00:00:00.0000000","null","57.900","57.900","0.000","                    ","False","2018-12-29T00:00:00.0000000"
"10T8","Marietta Family Clinic","null","10T8051800","2018-12-30T00:00:00.0000000","null","251.860","251.860","0.000","                    ","False","2018-12-30T00:00:00.0000000"
"10T9","Shared MRI Facility, Inc","null","10T9051800","2018-12-31T00:00:00.0000000","null","6.650","6.650","0.000","                    ","False","2018-12-31T00:00:00.0000000"
"10TC","Hoover Road Family Practice","null","10TC051800","2019-01-01T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2019-01-01T00:00:00.0000000"
"10TD","Lorrie J Klein","null","10TD051800","2019-01-02T00:00:00.0000000","null","949.930","949.930","0.000","                    ","False","2019-01-02T00:00:00.0000000"
"10TJ","GiGi Wood Davis, OD","null","10TJ051800","2019-01-03T00:00:00.0000000","null","220.240","220.240","0.000","                    ","False","2019-01-03T00:00:00.0000000"
"10TL","Raye Eyrich PhD","null","10TL051800","2019-01-04T00:00:00.0000000","null","239.900","239.900","0.000","                    ","False","2019-01-04T00:00:00.0000000"
"10TN","For Women PA","null","10TN051800","2019-01-05T00:00:00.0000000","null","447.270","447.270","0.000","                    ","False","2019-01-05T00:00:00.0000000"
"10TQ","Behavior Therapy Associates, L","null","10TQ051800","2019-01-06T00:00:00.0000000","null","249.300","249.300","0.000","                    ","False","2019-01-06T00:00:00.0000000"
"10TS","Scott Woods MD","null","10TS051800","2019-01-07T00:00:00.0000000","null","373.380","373.380","0.000","                    ","False","2019-01-07T00:00:00.0000000"
"10TX","MB Medical Reimbursement","null","10TX051800","2019-01-08T00:00:00.0000000","null","1122.010","1122.010","0.000","                    ","False","2019-01-08T00:00:00.0000000"
"10U0","Comprehensive Adult Care","null","10U0051800","2019-01-09T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2019-01-09T00:00:00.0000000"
"10U7","Eugene J Nowak DO Inc","null","10U7051800","2019-01-10T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2019-01-10T00:00:00.0000000"
"10UE","RAM Software Billing Service","null","10UE051800","2019-01-11T00:00:00.0000000","null","1721.680","1721.680","0.000","                    ","False","2019-01-11T00:00:00.0000000"
"10UJ","Office of Jethalal Harkhani","null","10UJ051800","2019-01-12T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2019-01-12T00:00:00.0000000"
"10UU","Bardstown Primary Care","null","10UU051800","2019-01-13T00:00:00.0000000","null","2080.250","2080.250","0.000","                    ","False","2019-01-13T00:00:00.0000000"
"10UV","MCHS-Columbus Bone Joint & Han","null","10UV051800","2019-01-14T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2019-01-14T00:00:00.0000000"
"10V1","R Jane Gould LICSW","null","10V1051800","2019-01-15T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2019-01-15T00:00:00.0000000"
"10V2","Medical Clinic of Woodbridge","null","10V2051800","2019-01-16T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-01-16T00:00:00.0000000"
"10V3","FAMILIES IN PROGRESS","null","10V3051800","2019-01-17T00:00:00.0000000","null","75.500","75.500","0.000","                    ","False","2019-01-17T00:00:00.0000000"
"10VM","Sierra Housecalls Medical Grou","null","10VM051800","2019-01-18T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2019-01-18T00:00:00.0000000"
"10VN","Physician & Tactical Healthcar","null","10VN051800","2019-01-19T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2019-01-19T00:00:00.0000000"
"10VR","Bipinchandra M Desai MD","null","10VR051800","2019-01-20T00:00:00.0000000","null","116.000","116.000","0.000","                    ","False","2019-01-20T00:00:00.0000000"
"10VW","Lifetime Wellness Chiropractic","null","10VW051800","2019-01-21T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-01-21T00:00:00.0000000"
"10VZ","Dr Lisa M. Schoene DPM","null","10VZ051800","2019-01-22T00:00:00.0000000","null","418.030","418.030","0.000","                    ","False","2019-01-22T00:00:00.0000000"
"10W5","Dr. Paul Shahinian, LLC","null","10W5051800","2019-01-23T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2019-01-23T00:00:00.0000000"
"10W7","Accurate Claim Technologies","null","10W7051800","2019-01-24T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-01-24T00:00:00.0000000"
"10W9","AMS-Maryland Medical Group","null","10W9051800","2019-01-25T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2019-01-25T00:00:00.0000000"
"10WA","Internal Medicine LTD","null","10WA051800","2019-01-26T00:00:00.0000000","null","2297.120","2297.120","0.000","                    ","False","2019-01-26T00:00:00.0000000"
"10WC","Behavioral Medicine Institute","null","10WC051800","2019-01-27T00:00:00.0000000","null","167.600","167.600","0.000","                    ","False","2019-01-27T00:00:00.0000000"
"10WF","James Thomason MD","null","10WF051800","2019-01-28T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2019-01-28T00:00:00.0000000"
"10WG","NorCal Ambulance","null","10WG051800","2019-01-29T00:00:00.0000000","null","5995.160","5995.160","0.000","                    ","False","2019-01-29T00:00:00.0000000"
"10WJ","FOParastar","null","10WJ051800","2019-01-30T00:00:00.0000000","null","51.360","51.360","0.000","                    ","False","2019-01-30T00:00:00.0000000"
"10WQ","Aesthetica Clinique","null","10WQ051800","2019-01-31T00:00:00.0000000","null","191.850","191.850","0.000","                    ","False","2019-01-31T00:00:00.0000000"
"10WY","OnSite Rehabilitation","null","10WY051800","2019-02-01T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-02-01T00:00:00.0000000"
"10X2","Superior Air - Metro PBS","null","10X2051800","2019-02-02T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2019-02-02T00:00:00.0000000"
"10X7","Fredericksburg Primary Care PC","null","10X7051800","2019-02-03T00:00:00.0000000","null","589.970","589.970","0.000","                    ","False","2019-02-03T00:00:00.0000000"
"10XA","Intravene","null","10XA051800","2019-02-04T00:00:00.0000000","null","510.140","510.140","0.000","                    ","False","2019-02-04T00:00:00.0000000"
"10XM","IT Meds","null","10XM051800","2019-02-05T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-02-05T00:00:00.0000000"
"10XY","BJC Health Systems","null","10XY051800","2019-02-06T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2019-02-06T00:00:00.0000000"
"10XZ","Martin Diagnostic Clinic","null","10XZ051800","2019-02-07T00:00:00.0000000","null","371.360","371.360","0.000","                    ","False","2019-02-07T00:00:00.0000000"
"10Y3","KM- Orthopaedics Unlimited","null","10Y3051800","2019-02-08T00:00:00.0000000","null","283.400","283.400","0.000","                    ","False","2019-02-08T00:00:00.0000000"
"10Y5","Clearview Opthalmology, PC","null","10Y5051800","2019-02-09T00:00:00.0000000","null","226.780","226.780","0.000","                    ","False","2019-02-09T00:00:00.0000000"
"10Y8","Klahanie Chiropractic","null","10Y8051800","2019-02-10T00:00:00.0000000","null","210.000","210.000","0.000","                    ","False","2019-02-10T00:00:00.0000000"
"10Y9","Wachusett Medical Billing","null","10Y9051800","2019-02-11T00:00:00.0000000","null","2145.000","2145.000","0.000","                    ","False","2019-02-11T00:00:00.0000000"
"10YJ","Childrens Clinic","null","10YJ051800","2019-02-12T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2019-02-12T00:00:00.0000000"
"10YL","Bluefield Eye Clinic","null","10YL051800","2019-02-13T00:00:00.0000000","null","468.090","468.090","0.000","                    ","False","2019-02-13T00:00:00.0000000"
"10YP","New Jersey Eyecare Associates","null","10YP051800","2019-02-14T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2019-02-14T00:00:00.0000000"
"10YQ","Fleming Island Family Medicine","null","10YQ051800","2019-02-15T00:00:00.0000000","null","9.600","9.600","0.000","                    ","False","2019-02-15T00:00:00.0000000"
"10YS","Paul F Ives, OD","null","10YS051800","2019-02-16T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2019-02-16T00:00:00.0000000"
"10YV","Philip Poulin OD","null","10YV051800","2019-02-17T00:00:00.0000000","null","377.690","377.690","0.000","                    ","False","2019-02-17T00:00:00.0000000"
"10YW","Cook, Lake, and Lake dba Eyeca","null","10YW051800","2019-02-18T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2019-02-18T00:00:00.0000000"
"10Z2","Russell Beazer","null","10Z2051800","2019-02-19T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2019-02-19T00:00:00.0000000"
"10Z3","SMB-Lafayette Foot & Ankle Cl","null","10Z3051800","2019-02-20T00:00:00.0000000","null","107.610","107.610","0.000","                    ","False","2019-02-20T00:00:00.0000000"
"10Z6","Tadeusz Pyz MD","null","10Z6051800","2019-02-21T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-02-21T00:00:00.0000000"
"10Z8","Fontenot Healthcare","null","10Z8051800","2019-02-22T00:00:00.0000000","null","437.550","437.550","0.000","                    ","False","2019-02-22T00:00:00.0000000"
"10ZB","Allergy and Asthma Center of A","null","10ZB051800","2019-02-23T00:00:00.0000000","null","165.360","165.360","0.000","                    ","False","2019-02-23T00:00:00.0000000"
"10ZD","Ahsen Ali, MD","null","10ZD051800","2019-02-24T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2019-02-24T00:00:00.0000000"
"10ZE","Carolina Counseling Center","null","10ZE051800","2019-02-25T00:00:00.0000000","null","67.500","67.500","0.000","                    ","False","2019-02-25T00:00:00.0000000"
